iter	RMSE
0	0.04621758468
1	0.04200371786
2	0.03834111023
3	0.03516989601
4	0.03245688298
5	0.03014352069
6	0.02818149798
7	0.02652454136
8	0.02513503387
9	0.0239835473
10	0.02302989632
11	0.02224674781
12	0.02160591334
13	0.02107775515
14	0.0206488659
15	0.02029669007
16	0.02001174179
17	0.019784663
18	0.01960030563
19	0.01945411892
20	0.01933296206
21	0.01923446008
22	0.01915571294
23	0.01908366335
24	0.01902943152
25	0.01897722032
26	0.01893904012
27	0.0189026164
28	0.01887711155
29	0.0188559354
30	0.0188375587
31	0.0188203971
32	0.01880900903
33	0.01879843596
34	0.01878737568
35	0.01877882452
36	0.01877214525
37	0.01876374727
38	0.01875757241
39	0.01875299284
40	0.01874831985
41	0.01874365518
42	0.01873747249
43	0.01873111156
44	0.01872542605
45	0.01872083043
46	0.01871699688
47	0.01871432837
48	0.01871108313
49	0.01870777381
50	0.01870497268
51	0.01870094874
52	0.01869820199
53	0.01869521367
54	0.01869292691
55	0.01869002531
56	0.01868717401
57	0.01868481416
58	0.01868187559
59	0.01867977808
60	0.01867841068
61	0.01867633877
62	0.0186741389
63	0.01867241144
64	0.0186686922
65	0.01866688915
66	0.01866503939
67	0.0186615311
68	0.01866001891
69	0.01865838921
70	0.01865753847
71	0.01865558664
72	0.01865457671
73	0.01865280586
74	0.01865039225
75	0.01864817265
76	0.01864763092
77	0.01864620283
78	0.01864528221
79	0.01864353456
80	0.01864247292
81	0.01864184373
82	0.01864102383
83	0.01864019213
84	0.01863972634
85	0.01863939131
86	0.01863739408
87	0.01863645904
88	0.01863576443
89	0.01863508322
90	0.01863468605
91	0.01863408264
92	0.01863353674
93	0.01863308818
94	0.01863260638
95	0.01863155752
96	0.0186309328
97	0.01863031088
98	0.01862954875
99	0.0186285962
100	0.01862671447
101	0.01862630515
102	0.01862561614
103	0.01862497874
104	0.01862439836
105	0.01862375562
106	0.01862269572
107	0.0186220181
108	0.01862160859
109	0.0186215132
110	0.01862135534
111	0.01862099136
112	0.01861956388
113	0.01861891166
114	0.01861727204
115	0.01861632904
116	0.0186151591
117	0.01861295063
118	0.01861173362
119	0.01861070719
120	0.018610295
121	0.01860989092
122	0.0186079459
123	0.01860623019
124	0.01860609138
125	0.01860482452
126	0.01860406297
127	0.01860337327
128	0.01860276373
129	0.01860259658
130	0.01860178274
131	0.01860083131
132	0.01859838682
133	0.01859751289
134	0.01859669376
135	0.01859627693
136	0.01859612676
137	0.01859557506
138	0.01859457357
139	0.01859405673
140	0.01859329708
141	0.01859246467
142	0.01859200012
143	0.01859148748
144	0.0185912809
145	0.01858965981
146	0.01858868643
147	0.01858823989
148	0.01858772611
149	0.01858704483
150	0.01858644934
151	0.01858613763
152	0.01858549475
153	0.01858471007
154	0.01858430125
155	0.0185839013
156	0.0185832384
157	0.01858265162
158	0.01858225797
159	0.01858046924
160	0.01857985203
161	0.01857956899
162	0.01857917686
163	0.01857862174
164	0.018578352
165	0.01857521373
166	0.01857511199
167	0.01857455479
168	0.01857411205
169	0.01857345893
170	0.01857273627
171	0.01857198277
172	0.01857166893
173	0.01857125738
174	0.01857039455
175	0.01857014501
176	0.01856967595
177	0.01856916483
178	0.01856877606
179	0.01856819665
180	0.01856759616
181	0.01856700598
182	0.01856637356
183	0.01856631311
184	0.01856619352
185	0.01856322477
186	0.01856265441
187	0.01856213874
188	0.018561797
189	0.01856145017
190	0.0185599639
191	0.01855977956
192	0.01855895618
193	0.01855829688
194	0.01855789425
195	0.01855740151
196	0.01855708508
197	0.01855661467
198	0.0185563382
199	0.01855610955
200	0.01855571937
201	0.01855476662
202	0.01855367818
203	0.01855150649
204	0.01855104383
205	0.01855040423
206	0.01855007467
207	0.01854955903
208	0.01854875007
209	0.01854849271
210	0.01854781775
211	0.01854746878
212	0.01854590116
213	0.01854529434
214	0.01854514007
215	0.01854508984
216	0.01854435316
217	0.01854387778
218	0.01854340386
219	0.01854314502
220	0.01854266818
221	0.01854227618
222	0.01854164898
223	0.01854133905
224	0.01854092275
225	0.01854063062
226	0.01854058397
227	0.01854048868
228	0.01853939901
229	0.01853908481
230	0.01853878751
231	0.01853833092
232	0.01853766112
233	0.01853727206
234	0.0185368958
235	0.01853558315
236	0.01853510171
237	0.01853426277
238	0.01853393797
239	0.01853351264
240	0.01853322858
241	0.01853298472
242	0.01853248326
243	0.01853191958
244	0.01853151321
245	0.01853131287
246	0.01853083348
247	0.01853038725
248	0.018529973
249	0.01852903312
250	0.01852865967
251	0.01852825943
252	0.01852801776
253	0.01852766635
254	0.01852720483
255	0.01852686231
256	0.01852662074
257	0.01852657027
258	0.01852620881
259	0.01852584858
260	0.01852534364
261	0.01852506389
262	0.01852443251
263	0.01852411577
264	0.01852408226
265	0.01852392955
266	0.01852266014
267	0.01852231599
268	0.01852209082
269	0.01852174244
270	0.01852133125
271	0.01852106576
272	0.01852084764
273	0.01852058889
274	0.018520278
275	0.01851973629
276	0.01851913566
277	0.01851879777
278	0.01851851863
279	0.01851822321
280	0.01851802254
281	0.01851788712
282	0.01851760242
283	0.01851737652
284	0.01851734534
285	0.01851715632
286	0.01851684156
287	0.0185167964
288	0.01851561517
289	0.01851540027
290	0.01851514482
291	0.01851488049
292	0.01851466451
293	0.01851374427
294	0.01851336734
295	0.01851299877
296	0.01851273545
297	0.01851245771
298	0.0185122183
299	0.01851193007
300	0.01851181064
301	0.01851155233
302	0.0185115246
303	0.01851147302
304	0.01851127833
305	0.01851092109
306	0.01851069859
307	0.01850985776
308	0.0185095405
309	0.01850928676
310	0.01850924737
311	0.01850887626
312	0.01850848091
313	0.01850795972
314	0.01850749903
315	0.01850720097
316	0.01850689624
317	0.01850638731
318	0.01850605989
319	0.01850570026
320	0.01850538256
321	0.01850443384
322	0.0185040282
323	0.01850310659
324	0.01850287096
325	0.01850256244
326	0.01850227625
327	0.01850182227
328	0.01850143039
329	0.01850112183
330	0.01850079316
331	0.01850059695
332	0.01850038654
333	0.01850008065
334	0.01849971252
335	0.01849947442
336	0.01849904402
337	0.01849880337
338	0.01849841587
339	0.01849802142
340	0.01849799826
341	0.01849762408
342	0.01849750199
